call;record;name;freq;vsslM;vssl;atm;rcnty;valid_from;valid_to;uid;thmH1;platH;brmH1;anmH;anHL1;wwH;sstD1;th1;hy1;st1;bm1;an1
3EBB3;1;GULF GLORY;MSNG;10;MSNG;MSNG;JP;1987-01-01;1993-01-01;JP-3EBB3-G41246;;19.0;;36.0;;;;TH1;HY1;ST1;BM1;AN1
3EBB4;1;BELLFLOWER (PANAMA);MSNG;70;MSNG;MSNG;CA;1987-01-01;1995-01-01;CA-3EBB4-B41461;;24.0;;34.0;;;;TH1;;;BM1;AN1
3EBF;2;RAYA GLORY (PANAMA);MSNG;10;MSNG;MSNG;HK;1989-01-01;1995-01-01;HK-3EBF-R24615;;16.0;;26.0;;;;TH1;HY1;ST1;BM1;AN1
3EBO4;1;MARITIME GOLIATH (PANAMA);MSNG;40;MSNG;MSNG;HK;1986-01-01;1992-01-01;HK-3EBO4-M63524;;12.0;;;;;;TH1;HY1;ST1;BM1;
3EBO5;1;HANJIN KOBE;MSNG;70;MSNG;MSNG;US;1987-01-01;1994-01-01;US-3EBO5-H52521;;;;;;;;;;;;
3EBQ4;1;PACIFIC PROGRESS;MSNG;70;MSNG;MSNG;US;1987-01-01;1994-01-01;US-3EBQ4-P21216;;;;;;;;;;;;
3EBR4;1;GREEN CEDAR (PANAMA);MSNG;70;MSNG;MSNG;CA;1987-01-01;1995-01-01;CA-3EBR4-G65236;;21.0;;31.0;;;;TH1;;;BM1;AN1
3EBR6;1;ANDES HIGHWAY;MSNG;10;MSNG;MSNG;JP;1990-01-01;1992-01-01;JP-3EBR6-A53220;;19.0;;28.0;;;;TH1;HY1;ST1;BM1;AN1
3EBS;1;ISLAND CONTAINER (PANAMA);MSNG;40;MSNG;MSNG;HK;1987-01-01;1994-01-01;HK-3EBS-I24532;;23.0;;;;;;TH1;HY1;ST1;BM1;
3EBS6;1;HYUNDAI NO.205;MSNG;70;MSNG;MSNG;US;1988-01-01;1994-01-01;US-3EBS6-H53500;;;;;;;;;;;;
3EBU;1;EASTERN ORION;MSNG;10;MSNG;MSNG;PH;1980-01-01;1995-01-01;PH-3EBU-E23656;;15.0;;25.0;;;;TH1;;ST1;BM1;AN1
3EBU4;1;SANKO GOLD;MSNG;70;MSNG;MSNG;US;1986-01-01;1993-01-01;US-3EBU4-S52243;;;;;;;;;;;;
3EBV3;1;WORLD PRESIDENT;MSNG;70;MSNG;MSNG;JP;1985-01-01;1991-01-01;JP-3EBV3-W64316;;20.0;;30.0;;;;TH1;HY1;ST1;BM1;AN1
3EBZ2;1;LAPPLAND (PANAMA);MSNG;70;MSNG;MSNG;CA;1984-01-01;1991-01-01;CA-3EBZ2-L14531;;20.0;;30.0;;;;TH1;;;BM1;AN1
3EBZ6;1;DIRK JACOB (PANAMA);MSNG;10;MSNG;MSNG;GF;1988-01-01;1995-01-01;GF-3EBZ6-D62215;;18.0;;;;;;TH1;HY1;ST1;BM1;
3ECA6;1;ERIKA JACOB (PANAMA);MSNG;10;MSNG;MSNG;GF;1989-01-01;1996-01-01;GF-3ECA6-E62221;;18.0;;;;;;TH1;HY1;ST1;BM1;
3ECE4;1;MEISTERSINGER (PANAMA);MSNG;10;MSNG;MSNG;GF;1986-01-01;1993-01-01;GF-3ECE4-M23625;;18.0;;;;;;TH1;HY1;ST1;BM1;
3ECF2;1;WORLD ASPERATION;MSNG;70;MSNG;MSNG;CA;1984-01-01;1991-01-01;CA-3ECF2-W64321;;21.0;;31.0;;;;TH1;;;BM1;AN1
3ECH5;1;FRANKLIN 1 (PANAMA);MSNG;10;MSNG;MSNG;GF;1987-01-01;1993-01-01;GF-3ECH5-F65245;;22.0;;;;;;TH1;HY1;ST1;BM1;
3ECJ;1;SILVER JOY;MSNG;10;MSNG;MSNG;PH;1978-01-01;1995-01-01;PH-3ECJ-S41620;;18.0;;24.0;;;;TH1;HY1;ST1;BM1;AN1
3ECL2;2;EASTERN SPLENDOR (PANAMA);MSNG;70;MSNG;MSNG;CA;1989-01-01;1995-01-01;CA-3ECL2-E23652;;21.0;;31.0;;;;TH1;;;BM1;AN1
3ECL4;1;ALASKA RAINBOW;MSNG;70;MSNG;MSNG;US;1986-01-01;1993-01-01;US-3ECL4-A42651;;;;;;;;;;;;
3ECM7;1;SHIRAOI MARU;MSNG;10;MSNG;MSNG;JP;1990-01-01;1992-01-01;JP-3ECM7-S65600;;22.0;;33.0;;;;TH1;HY1;ST1;BM1;AN1
3ECP4;1;GREEN STAR;MSNG;70;MSNG;MSNG;US;1989-01-01;1996-01-01;US-3ECP4-G65236;;;;;;;;;;;;
3ECR4;1;MICHELLE;MSNG;10;MSNG;MSNG;PT;1988-01-01;1995-01-01;PT-3ECR4-M24000;;18.0;;;;;;TH1;HY1;ST1;BM1;
3ECS2;2;MONTE RUBY (PANAMA);MSNG;70;MSNG;MSNG;MY;1986-01-01;1992-01-01;MY-3ECS2-M53611;;18.0;;30.0;;;;TH1;HY1;ST1;BM1;AN1
3ECT3;1;SANKO SEAGULL;MSNG;70;MSNG;MSNG;US;1986-01-01;1993-01-01;US-3ECT3-S52224;;;;;;;;;;;;
3ECY3;1;SOUTHERN BRAVE (PANAMA);MSNG;70;MSNG;MSNG;CA;1985-01-01;1992-01-01;CA-3ECY3-S36516;;19.0;;29.0;;;;TH1;;;BM1;AN1
3EDA5;1;HANJIN KEELUNG;MSNG;70;MSNG;MSNG;US;1989-01-01;1996-01-01;US-3EDA5-H52524;;;;;;;;;;;;
3EDC6;1;CGM LANGUEDOC (PANAMA);MSNG;10;MSNG;MSNG;GF;1988-01-01;1995-01-01;GF-3EDC6-C54523;;24.0;;;;;;TH1;HY1;ST1;BM1;
3EDD8;1;ALLIGATOR JOY;MSNG;70;MSNG;MSNG;US;1990-01-01;1997-01-01;US-3EDD8-A42362;;;;;;;;;;;;
3EDF5;1;TRADE LINK (PANAMA);MSNG;70;MSNG;MSNG;CA;1989-01-01;1991-01-01;CA-3EDF5-T63452;;;;;;;;TH1;;;BM1;
3EDH2;1;EUTERPE (PANAMA);MSNG;10;MSNG;MSNG;GF;1984-01-01;1991-01-01;GF-3EDH2-E36115;;16.0;;;;;;TH1;HY1;ST1;BM1;
3EDK3;1;GULF HARVEST;MSNG;10;MSNG;MSNG;JP;1986-01-01;1992-01-01;JP-3EDK3-G41612;;16.0;;34.0;;;;TH1;HY1;ST1;BM1;AN1
3EDL;3;EASTERN LAUREL;MSNG;10;MSNG;MSNG;JP;1987-01-01;1993-01-01;JP-3EDL-E23654;;30.0;;40.0;;;;TH1;HY1;ST1;BM1;AN1
3EDO3;1;RELIANCE TRADER;MSNG;70;MSNG;MSNG;US;1988-01-01;1995-01-01;US-3EDO3-R45236;;;;;;;;;;;;
3EDO4;1;TEPOZTECO;MSNG;10;MSNG;MSNG;JP;1986-01-01;1992-01-01;JP-3EDO4-T12320;;18.0;;29.0;;;;TH1;HY1;ST1;BM1;AN1
3EDP3;1;SANKO PRELUDE;MSNG;70;MSNG;MSNG;US;1990-01-01;1997-01-01;US-3EDP3-S52164;;18.0;;25.0;;;;TH1;;ST1;BM1;AN1
3EDQ3;1;SANKO ELEGANCE;MSNG;70;MSNG;MSNG;US;1986-01-01;1993-01-01;US-3EDQ3-S52425;;;;;;;;;;;;
3EDR3;1;SANKO CHRYSANTHEMUM;MSNG;70;MSNG;MSNG;CA;1985-01-01;1992-01-01;CA-3EDR3-S52262;;21.0;;31.0;;;;TH1;;;BM1;AN1
3EDV;1;YOUNG SPORTSMAN;MSNG;70;MSNG;MSNG;US;1988-01-01;1995-01-01;US-3EDV-Y52163;;30.0;;40.0;;;;TH1;;ST1;BM1;AN1
3EDV2;1;OTTO LEONHARDT (PANAMA);MSNG;40;MSNG;MSNG;GF;1984-01-01;1991-01-01;GF-3EDV2-O34563;;16.0;;;;;;TH1;HY1;ST1;BM1;
3EDV4;1;SUN PACIFIC NO.2;MSNG;70;MSNG;MSNG;US;1988-01-01;1995-01-01;US-3EDV4-S51212;;;;;;;;;;;;
3EDX5;1;CALIFORNIA JUPITER;MSNG;70;MSNG;MSNG;US;1987-01-01;1993-01-01;US-3EDX5-C41652;;;;;;;;;;;;
3EE4;1;SAN MARTIN 1 (PANAMA);MSNG;10;MSNG;MSNG;GF;1986-01-01;1993-01-01;GF-3EE4-S56351;;20.0;;;;;;TH1;HY1;ST1;BM1;
3EEA7;1;TRENDY;MSNG;10;MSNG;MSNG;JP;1990-01-01;1991-01-01;JP-3EEA7-T65300;;24.0;;32.0;;;;TH1;HY1;ST1;BM1;AN1
3EEC4;1;NOVA EAGLE;MSNG;70;MSNG;MSNG;US;1989-01-01;1996-01-01;US-3EEC4-N12400;;;;;;;;;;;;
3EEG4;1;BISCHOFSTOR (PANAMA);MSNG;10;MSNG;MSNG;GF;1986-01-01;1993-01-01;GF-3EEG4-B21236;;23.0;;;;;;TH1;HY1;ST1;BM1;
3EEH3;1;EASTERN DELTA (PANAMA);MSNG;40;MSNG;MSNG;HK;1986-01-01;1992-01-01;HK-3EEH3-E23653;;17.0;;;;;;TH1;HY1;ST1;BM1;
3EEI3;1;ARROW PRINCE;MSNG;10;MSNG;MSNG;ZA;1986-01-01;1993-01-01;ZA-3EEI3-A61652;;;;;;;;TH1;HY1;ST1;BM1;
3EEJ;1;CAYMAN (PANAMA);MSNG;10;MSNG;MSNG;GF;1987-01-01;1993-01-01;GF-3EEJ-C55155;;18.0;;;;;;TH1;HY1;ST1;BM1;
3EEO2;3;MORNING GRACE (PANAMA);MSNG;10;MSNG;MSNG;HK;1990-01-01;1996-01-01;HK-3EEO2-M65526;;22.0;;24.0;;;;TH1;HY1;ST1;BM1;AN1
3EEO4;1;PACIFIC BANNER (PANAMA);MSNG;70;MSNG;MSNG;CA;1987-01-01;1995-01-01;CA-3EEO4-P21215;;21.0;;26.0;;;;TH1;;;BM1;AN1
3EEO5;1;HOEGH MASCOT;MSNG;70;MSNG;MSNG;US;1987-01-01;1994-01-01;US-3EEO5-H25230;;25.0;;32.0;;;;TH1;HY1;ST1;BM1;AN1
3EES2;1;STEPHANITOR (PANAMA);MSNG;10;MSNG;MSNG;GF;1984-01-01;1991-01-01;GF-3EES2-S31536;;16.0;;;;;;TH1;HY1;ST1;BM1;
3EES4;1;SAN MARTIN 1 (PANAMA);MSNG;10;MSNG;MSNG;GF;1989-01-01;1996-01-01;GF-3EES4-S56351;;20.0;;;;;;TH1;HY1;ST1;BM1;
3EET4;1;EIFFEL;MSNG;10;MSNG;MSNG;FR;1990-01-01;1995-01-01;FR-3EET4-E14000;;10.0;;12.0;;;;TH1;HY1;ST1;BM1;AN1
3EEU6;1;BACTAZAR;MSNG;70;MSNG;MSNG;US;1990-01-01;1997-01-01;US-3EEU6-B23260;;;;;;;;;;;;
3EEV6;1;MELANIE;MSNG;70;MSNG;MSNG;US;1990-01-01;1996-01-01;US-3EEV6-M45000;;;;;;;;;;;;
3EEY4;1;JOHNSON CHEMSTAR (PANAMA);MSNG;10;MSNG;MSNG;SE;1986-01-01;1993-01-01;SE-3EEY4-J52525;;22.0;;30.0;;;;TH1;HY1;ST1;BM1;AN1
3EFI;1;GREAT OCEAN;MSNG;70;MSNG;MSNG;US;1986-01-01;1993-01-01;US-3EFI-G63250;;;;;;;;;;;;
3EFJ6;1;HYUNDAI NO.203;MSNG;70;MSNG;MSNG;US;1988-01-01;1994-01-01;US-3EFJ6-H53500;;;;;;;;;;;;
3EFM2;2;FORTUNE CLIPPER (PANAMA);MSNG;70;MSNG;MSNG;MY;1985-01-01;1995-01-01;MY-3EFM2-F63524;;11.0;;24.0;;;;TH1;;;BM1;AN1
3EFM3;1;EVER GRAND (PANAMA);MSNG;70;MSNG;MSNG;US;1985-01-01;1995-01-01;US-3EFM3-E16265;;33.0;;43.0;;;;TH1;;ST1;BM1;AN1
3EFM5;1;BLUE COSMO;MSNG;70;MSNG;MSNG;US;1988-01-01;1994-01-01;US-3EFM5-B42250;;;;;;;;;;;;
3EFO3;1;GULF IDEAL;MSNG;10;MSNG;MSNG;JP;1986-01-01;1992-01-01;JP-3EFO3-G41340;;18.0;;39.0;;;;TH1;HY1;ST1;BM1;AN1
3EFO4;1;ATLANTIC EXPRESS;MSNG;70;MSNG;MSNG;US;1987-01-01;1994-01-01;US-3EFO4-A34532;;;;;;;;;;;;
3EFQ;1;KIWALAN (PANAMA);MSNG;70;MSNG;MSNG;US;1985-01-01;1991-01-01;US-3EFQ-K45155;;;;;;;;;;;;
3EFR3;1;ROMAN REEFER;MSNG;70;MSNG;MSNG;US;1986-01-01;1993-01-01;US-3EFR3-R55616;;;;;;;;;;;;
3EFT2;1;PARAGUAY MERCHANT(PANAMA);MSNG;10;MSNG;MSNG;GF;1987-01-01;1993-01-01;GF-3EFT2-P62562;;16.0;;;;;;TH1;HY1;ST1;BM1;
3EFW2;1;RICH VICTORIA;MSNG;70;MSNG;MSNG;US;1989-01-01;1995-01-01;US-3EFW2-R21236;;;;;;;;;;;;
3EFW3;1;PACIFIC LIGHT;MSNG;70;MSNG;MSNG;US;1986-01-01;1993-01-01;US-3EFW3-P21242;;;;;;;;;;;;
3EFW5;1;HOEGH MARLIN;MSNG;70;MSNG;MSNG;US;1987-01-01;1994-01-01;US-3EFW5-H25645;;25.0;;32.0;;;;TH1;HY1;ST1;BM1;AN1
3EFX3;3;ATLANTIC EMBLEM;MSNG;10;MSNG;MSNG;JP;1987-01-01;1993-01-01;JP-3EFX3-A34532;;20.0;;32.0;;;;TH1;HY1;ST1;BM1;AN1
3EFX5;1;CAPE CHARLES;MSNG;40;MSNG;MSNG;JP;1987-01-01;2006-03-01;JP-3EFX5-C12642;;28.0;;35.0;;;;TH1;HY1;ST1;BM1;AN1
3EFY2;2;RAYA HAPPINESS (PANAMA);MSNG;10;MSNG;MSNG;HK;1989-01-01;1996-01-01;HK-3EFY2-R15215;;16.0;;;;;;TH1;HY1;ST1;BM1;
3EFY7;1;TOLUCA;MSNG;70;MSNG;MSNG;US;1990-01-01;1991-01-01;US-3EFY7-T42000;;;;;;;;;;;;
3EFZ5;1;T.S. PROSPERITY;MSNG;40;MSNG;MSNG;JP;1989-01-01;1995-01-01;JP-3EFZ5-T21621;;17.0;;28.0;;;;TH1;HY1;ST1;BM1;AN1
3EGA5;1;EVER GIVEN;MSNG;70;MSNG;MSNG;US;1987-01-01;1994-01-01;US-3EGA5-E16215;;;;;;;;;;;;
3EGB3;1;PRINCESS CASTLE (PANAMA);MSNG;70;MSNG;MSNG;CA;1985-01-01;1992-01-01;CA-3EGB3-P65222;;20.0;;30.0;;;;TH1;;;BM1;AN1
3EGH5;1;ADRIANO (PANAMA);MSNG;10;MSNG;MSNG;GF;1988-01-01;1995-01-01;GF-3EGH5-A36515;;28.0;;;;;;TH1;HY1;ST1;BM1;
3EGJ3;1;PERUVIAN REEFER;MSNG;70;MSNG;MSNG;US;1986-01-01;1993-01-01;US-3EGJ3-P61561;;;;;;;;;;;;
3EGK;1;GREEN ISLAND;MSNG;70;MSNG;MSNG;US;1989-01-01;1995-01-01;US-3EGK-G65245;;;;;;;;;;;;
3EGN6;1;SONAT RATHER;MSNG;10;MSNG;MSNG;GB;1990-01-01;1991-01-01;GB-3EGN6-S53636;;;;;;;;TH1;HY1;ST1;BM1;
3EGO3;1;SUMIKO (PANAMA);MSNG;70;MSNG;MSNG;CA;1985-01-01;1992-01-01;CA-3EGO3-S52155;;21.0;;31.0;;;;TH1;;;BM1;AN1
3EGR3;1;GOLDEN PEAK (PANAMA);MSNG;70;MSNG;MSNG;CA;1986-01-01;1993-01-01;CA-3EGR3-G43512;;20.0;;30.0;;;;TH1;;;BM1;AN1
3EGS6;1;PHOENIX DIAMOND;MSNG;10;MSNG;MSNG;JP;1989-01-01;1994-01-01;JP-3EGS6-P52355;;27.0;;35.0;;;;TH1;HY1;ST1;BM1;AN1
3EGV5;1;HOEGH MALLARD;MSNG;70;MSNG;MSNG;US;1987-01-01;1994-01-01;US-3EGV5-H25463;;25.0;;32.0;;;;TH1;HY1;ST1;BM1;AN1
3EGX3;1;EASTERN GRACE (PANAMA);MSNG;70;MSNG;MSNG;US;1985-01-01;1992-01-01;US-3EGX3-E23652;;;;;;;;;;;;
3EGY7;1;TRADE GREEN;MSNG;70;MSNG;MSNG;US;1990-01-01;1997-01-01;US-3EGY7-T63265;;;;;;;;;;;;
3EGZ5;1;HIKAWA 2;MSNG;70;MSNG;MSNG;US;1989-01-01;1995-01-01;US-3EGZ5-H20000;;;;;;;;;;;;
3EHB3;1;EL REDIL (PANAMA);MSNG;10;MSNG;MSNG;AU;1985-01-01;1993-01-01;AU-3EHB3-E46341;;16.0;;;;;;TH1;HY1;ST1;BM1;
3EHC;2;PANTHER (PANAMA);MSNG;10;MSNG;MSNG;CA;1989-01-01;1995-01-01;CA-3EHC-P53615;;21.0;;30.0;;;;TH1;HY1;ST1;BM1;AN1
3EHC2;1;CLIPPER (PANAMA);MSNG;70;MSNG;MSNG;CA;1984-01-01;1991-01-01;CA-3EHC2-C41615;;18.0;;28.0;;;;TH1;;;BM1;AN1
3EHE5;1;ADMIRALTY ISLAND (PANAMA);MSNG;40;MSNG;MSNG;HK;1988-01-01;1995-01-01;HK-3EHE5-A35643;;25.0;;30.0;;;;TH1;HY1;ST1;BM1;AN1
3EHG2;1;SEA AUGUSTA (PANAMA);MSNG;70;MSNG;MSNG;US;1985-01-01;1991-01-01;US-3EHG2-S22315;;;;;;;;;;;;
3EHH;1;PASAT (PANAMA);MSNG;10;MSNG;MSNG;GF;1984-01-01;1991-01-01;GF-3EHH-P23155;;18.0;;;;;;TH1;HY1;ST1;BM1;
3EHH2;1;GOLD LUCKY (PANAMA);MSNG;70;MSNG;MSNG;US;1985-01-01;1991-01-01;US-3EHH2-G43421;;;;;;;;;;;;
3EHMZ;1;PARNASSOS (PANAMA);MSNG;40;MSNG;MSNG;GF;1985-01-01;1991-01-01;GF-3EHMZ-P65221;;22.0;;;;;;TH1;HY1;ST1;BM1;
3EHO3;2;ORION HIGHWAY;MSNG;10;MSNG;MSNG;JP;1986-01-01;1992-01-01;JP-3EHO3-O65200;;26.0;;29.0;;;;TH1;HY1;ST1;BM1;AN1
3EHO6;3;MAH IV (PANAMA);MSNG;10;MSNG;MSNG;HK;1990-01-01;1997-01-01;HK-3EHO6-M15500;;14.0;;;;;;TH1;HY1;ST1;BM1;
3EHP5;1;VICTORIA BAY (PANAMA);MSNG;10;MSNG;MSNG;GF;1987-01-01;1993-01-01;GF-3EHP5-V23611;;;;;;;;TH1;HY1;ST1;BM1;
3EHR6;1;TOHBEI MARU;MSNG;70;MSNG;MSNG;US;1989-01-01;1996-01-01;US-3EHR6-T15600;;;;;;;;;;;;
3EHV;1;ORIENTAL PINE;MSNG;10;MSNG;MSNG;JP;1989-01-01;1995-01-01;JP-3EHV-O65341;;26.0;;35.0;;;;TH1;HY1;ST1;BM1;AN1
3EHX7;1;LIONS GATE BRIDGE;MSNG;70;MSNG;MSNG;US;1990-01-01;1996-01-01;US-3EHX7-L52316;;;;;;;;;;;;
3EHY3;1;SANKO HEART (PANAMA);MSNG;70;MSNG;MSNG;US;1985-01-01;1991-01-01;US-3EHY3-S52631;;;;;;;;;;;;
3EIA3;1;SANKO DARING (PANAMA);MSNG;70;MSNG;MSNG;CA;1985-01-01;1992-01-01;CA-3EIA3-S52365;;20.0;;30.0;;;;TH1;;;BM1;AN1
3EIB3;1;SANKO PEACE (PANAMA);MSNG;70;MSNG;MSNG;US;1985-01-01;1991-01-01;US-3EIB3-S52121;;;;;;;;;;;;
